protocol=4 seed=67 ops=10000
DET scan_inverted 0
DET scan_snapshot 1
DET delrange_empty ok
SCAN [key4291, key7368) key5834=>value38460
SCAN [key1901, key4327) key2494=>value33369 key332=>value45225 key3432=>value78047 key3715=>value10404 key4014=>value66501
SCAN [key3267, key361) key332=>value45225 key3432=>value78047 key3506=>value10177
SCAN [key5661, key8986) key6096=>value41738 key6147=>value12519 key6254=>value82026 key652=>value23859 key6540=>value83927 key6594=>value20759 key6654=>value73678 key6800=>value76947 key6810=>value8373 key6995=>value28839 key7018=>value42017 key7149=>value71366 key7180=>value43637 key7468=>value62241 key7835=>value3641 key7909=>value46677 key7917=>value50162 key7941=>value72658 key8036=>value74791 key8114=>value4322 key8130=>value72783 key8301=>value98136 key8381=>value10997 key8488=>value97897 key8782=>value70237 key8810=>value27716 key8843=>value29385 key8845=>value46180 key8937=>value73999
SCAN [key1049, key2225) key106=>value99913 key1074=>value71148 key1084=>value63982 key1098=>value52616 key1105=>value2250 key1108=>value10701 key1112=>value2102 key1113=>value68231 key1122=>value76206 key1127=>value75402 key1131=>value77620 key1138=>value23963 key1191=>value48946 key1204=>value61158 key1207=>value80393 key1224=>value52394 key129=>value70831 key1296=>value57346 key1298=>value97132 key1328=>value28419 key133=>value81651 key1362=>value31373 key1433=>value52401 key1451=>value177 key1455=>value79903 key1475=>value71328 key148=>value68507 key1536=>value89593 key1558=>value75562 key1601=>value4531 key1674=>value34732 key1688=>value5057 key1758=>value90338 key1768=>value75735 key1781=>value77641 key186=>value90641 key1884=>value99108 key2144=>value84804
SCAN [key6056, key9785) key6096=>value41738 key6147=>value12519 key6254=>value82026 key652=>value23859 key6540=>value83927 key6594=>value20759 key6654=>value73678 key6800=>value76947 key6810=>value8373 key6995=>value28839 key7018=>value42017 key7149=>value71366 key7180=>value43637 key7468=>value62241 key7835=>value3641 key7909=>value46677 key7917=>value50162 key7941=>value72658 key8036=>value74791 key8114=>value4322 key8130=>value72783 key8301=>value98136 key8381=>value10997 key8488=>value97897 key8782=>value70237 key8810=>value27716 key8843=>value29385 key8845=>value46180 key8937=>value73999 key9076=>value82966 key9151=>value70408 key9285=>value86919 key9288=>value4279 key9315=>value43005 key9372=>value8970 key9492=>value84009 key9604=>value60421 key9612=>value70885 key9688=>value4935
SCAN [key2213, key2880) key2494=>value33369 key2585=>value76436
SCAN [key680, key7469) key6800=>value76947 key6810=>value8373 key6995=>value28839 key7018=>value42017 key7138=>value2577 key7149=>value71366 key7180=>value43637 key7466=>value42306
SCAN [key1069, key1691) key1074=>value71148 key1084=>value63982 key1098=>value52616 key1105=>value2250 key1108=>value10701 key1112=>value2102 key1113=>value68231 key1122=>value76206 key1127=>value75402 key1131=>value77620 key1138=>value23963 key1191=>value48946 key1204=>value61158 key1207=>value80393 key1224=>value52394 key129=>value70831 key1296=>value57346 key1298=>value97132 key1328=>value28419 key133=>value81651 key1362=>value31373 key1433=>value52401 key1451=>value177 key1455=>value79903 key1475=>value71328 key148=>value68507 key1536=>value89593 key1558=>value75562 key1601=>value4531 key1674=>value34732 key1688=>value5057
SCAN [key3362, key8484) key3432=>value78047 key3506=>value10177 key3566=>value95801 key3715=>value10404 key4014=>value66501 key4095=>value80330 key4510=>value5227 key4584=>value9813 key461=>value48067 key4623=>value97032 key4821=>value43529
SCAN [key3592, key9695) key3715=>value10404 key4014=>value66501 key4095=>value80330 key4510=>value5227 key4584=>value9813 key461=>value48067 key4623=>value97032 key463=>value95625 key4821=>value43529 key5136=>value71050 key55=>value12494 key7192=>value50243 key79=>value33507 key8245=>value6129 key9037=>value45949 key9305=>value55801
SCAN [key792, key9797) key8245=>value6129 key9037=>value45949 key9305=>value55801 key9542=>value15456
SCAN [key1177, key3796) key1191=>value48946 key1204=>value61158 key1207=>value80393 key1224=>value52394 key129=>value70831 key1296=>value57346 key1298=>value97132 key1328=>value28419 key133=>value81651 key1362=>value31373 key1433=>value52401 key1451=>value177 key1455=>value79903 key1475=>value71328 key148=>value68507 key1536=>value89593 key1558=>value75562 key1601=>value4531 key1674=>value34732 key1688=>value5057 key1758=>value90338 key1768=>value75735 key1781=>value77641 key1799=>value31863 key1832=>value71842 key186=>value90641 key1884=>value99108 key2144=>value84804 key2276=>value45780 key2494=>value33369 key2585=>value76436 key2943=>value48288 key2957=>value41905 key2995=>value55404 key332=>value45225 key3432=>value78047 key3506=>value10177 key3566=>value95801 key3715=>value10404
SCAN [key234, key2867)
SCAN [key2930, key4519)
SCAN [key5639, key5785)
SCAN [key3242, key5895) key3840=>value35498 key4560=>value12153 key5290=>value66293 key5442=>value45886
SCAN [key2, key3455) key2002=>value37397 key2137=>value40945 key2547=>value68201 key2593=>value64244 key2638=>value28399 key2692=>value69957 key270=>value68615
SCAN [key2364, key5107) key2499=>value86764 key2547=>value68201 key2593=>value64244 key2638=>value28399 key2692=>value69957 key270=>value68615 key3257=>value25441 key3783=>value87932 key3840=>value35498
SCAN [key1734, key74) key1805=>value471 key2002=>value37397 key2009=>value95645 key2137=>value40945 key2366=>value33609 key2499=>value86764 key2547=>value68201 key2593=>value64244 key2638=>value28399 key2692=>value69957 key270=>value68615 key3257=>value25441 key3783=>value87932 key3840=>value35498 key4753=>value17999 key6303=>value34398 key6370=>value26163 key6523=>value19514 key6688=>value26981 key6864=>value91761
SCAN [key3804, key4518) key3840=>value35498 key3898=>value41544
SCAN [key6046, key9133) key6303=>value5118 key6370=>value26163 key6523=>value19514 key6688=>value26981 key6864=>value91761 key715=>value67568 key7582=>value94893 key7845=>value37266 key7963=>value53849 key8451=>value58332 key8756=>value72024
SCAN [key3177, key5473) key3257=>value25441 key3298=>value86320 key3641=>value84409 key3783=>value87932 key3840=>value35498 key3898=>value41544 key4079=>value85957 key4753=>value17999 key5380=>value14247
SCAN [key5817, key6173)
SCAN [key5905, key8338) key6303=>value5118 key6370=>value26163 key6523=>value19514 key6688=>value26981 key6864=>value91761 key715=>value67568 key7582=>value94893 key7845=>value37266 key7963=>value53849
SCAN [key3283, key4618) key3298=>value86320 key4313=>value143
SCAN [key2999, key5354) key3257=>value25441 key3298=>value86320 key3466=>value99774 key4313=>value143 key4753=>value17999 key5063=>value19640
SCAN [key2440, key7151) key246=>value67544 key2499=>value86764 key2547=>value68201 key2593=>value64244 key2638=>value28399 key2692=>value69957 key270=>value68615 key3257=>value25441 key3298=>value86320 key3466=>value99774 key4313=>value143 key4753=>value17999 key5063=>value19640 key5380=>value14247 key5430=>value99025 key5498=>value18397 key5810=>value54742 key6142=>value45746 key6303=>value5118 key6370=>value26163 key6523=>value19514 key6688=>value26981 key6864=>value91761
SCAN [key4507, key4737)
SCAN [key5684, key682) key5810=>value54742 key6142=>value45746 key6303=>value5118 key6370=>value26163 key6523=>value19514 key6597=>value14174 key6688=>value26981 key6705=>value22603
SCAN [key793, key9832) key825=>value16427 key8451=>value58332 key8614=>value89632 key8756=>value72024 key8857=>value6575 key9096=>value59178 key9310=>value5594 key9539=>value22369 key9655=>value17775
SCAN [key7382, key7847)
SCAN [key61, key8465) key6104=>value48390 key6142=>value45746 key6303=>value5118 key6370=>value26163 key6523=>value19514 key6597=>value14174 key6688=>value26981 key6705=>value22603 key6859=>value98761 key6864=>value91761
SCAN [key6083, key6963) key6104=>value48390 key6142=>value45746 key6303=>value5118 key6370=>value26163 key6523=>value19514 key6597=>value14174 key6688=>value26981 key6705=>value22603 key6859=>value98761 key6864=>value91761
SCAN [key3570, key5583) key4223=>value79229 key4313=>value143 key4380=>value25712 key4484=>value39361 key4753=>value17999 key4928=>value47857 key5063=>value19640 key5380=>value14247 key5430=>value99025 key5498=>value18397
SCAN [key6471, key8742) key8656=>value59604
SCAN [key1028, key731) key1028=>value61463 key1031=>value27067 key1035=>value48632 key1036=>value37960 key1038=>value32666 key1042=>value43212 key1048=>value35233 key106=>value99913 key1069=>value87042 key1074=>value71148 key1083=>value92459 key1084=>value63982 key1476=>value9091 key3051=>value60476 key5810=>value52116 key6398=>value18550 key6697=>value50689
SCAN [key5019, key8983) key5810=>value52116 key636=>value24138 key6398=>value18550 key6697=>value50689 key750=>value39324 key8656=>value59604
SCAN [key3164, key9958) key326=>value78217 key3517=>value45552 key3649=>value87108 key4055=>value34371 key4399=>value3639 key5810=>value52116 key8656=>value59604 key9034=>value30466 key918=>value35750
SCAN [key9602, key9841)
SCAN [key3384, key5778)
SCAN [key501, key574)
SCAN [key8186, key9713)
SCAN [key6396, key9228) key8718=>value3286
SCAN [key298, key7924) key6278=>value5201 key6379=>value30863
SCAN [key3545, key3686)
SCAN [key2270, key2748)
SCAN [key3514, key7210)
SCAN [key1065, key8282) key1197=>value79120 key1266=>value13673 key2100=>value2275 key5243=>value70692 key6930=>value64796
SCAN [key4790, key9550) key5243=>value70692 key5331=>value94395 key5578=>value81735 key558=>value69457 key5582=>value28059 key5651=>value62204 key6155=>value79286 key6839=>value52496 key6930=>value64796 key7979=>value84056 key8684=>value69950 key893=>value94895 key895=>value46985 key9009=>value44527 key9020=>value10662 key9442=>value27211
SCAN [key1911, key8887) key2035=>value36807 key2100=>value2275 key261=>value11013 key4036=>value88598 key4246=>value67105 key5243=>value70692 key5331=>value94395 key5578=>value81735 key558=>value69457 key5582=>value28059 key5651=>value62204 key6155=>value79286 key6839=>value52496 key6930=>value64796 key7979=>value84056 key8684=>value69950
SCAN [key5811, key8515) key7006=>value54675 key7190=>value57392 key7925=>value8997
SCAN [key7888, key8992) key7925=>value8997
SCAN [key4169, key647) key4285=>value92554 key5494=>value14563 key5601=>value8340
SCAN [key8190, key9827) key9009=>value44527 key9020=>value10662 key912=>value84987 key9300=>value35865 key9442=>value27211 key9746=>value63649
SCAN [key9061, key9411) key912=>value84987 key9300=>value35865
SCAN [key1999, key5823) key2035=>value36807 key2088=>value57420 key2100=>value2275 key228=>value27517 key4950=>value16227 key528=>value84523 key5391=>value40148 key5494=>value14563 key5601=>value8340
SCAN [key2104, key8170) key228=>value27517 key2854=>value7847 key2929=>value94649 key3613=>value7598 key3939=>value72700 key3977=>value34956 key4487=>value23306 key4590=>value89891 key4950=>value16227 key528=>value84523 key5391=>value40148 key5494=>value14563 key5601=>value8340 key5995=>value89061 key6634=>value89129 key6764=>value42622 key680=>value59988 key6972=>value78851 key7006=>value54675 key7190=>value57392 key7609=>value58471 key7717=>value28279 key7925=>value8997
SCAN [key4713, key8890) key4950=>value16227 key528=>value84523 key5391=>value40148 key5494=>value14563 key5601=>value8340 key5995=>value89061 key6634=>value89129 key6764=>value42622 key680=>value59988 key6972=>value78851 key7006=>value54675 key7190=>value57392 key7609=>value58471 key7717=>value28279 key7925=>value8997
SCAN [key6325, key874) key6634=>value89129 key6764=>value42622 key680=>value59988 key6972=>value78851 key7006=>value54675 key7190=>value57392 key7520=>value52895 key7609=>value58471 key7717=>value28279 key7925=>value8997
SCAN [key7058, key7862) key7190=>value57392 key7520=>value52895 key7609=>value58471 key7717=>value28279
SCAN [key3028, key665)
SCAN [key7378, key9187) key7940=>value80321 key9009=>value44527 key9020=>value10662 key912=>value84987 key9177=>value68462
SCAN [key2526, key8854) key2842=>value60231 key2975=>value6777 key3302=>value31031 key4696=>value51749 key5500=>value13980 key5883=>value83543 key7544=>value8936 key7940=>value80321 key8403=>value19374
SCAN [key2215, key9652) key228=>value27517 key2842=>value60231 key2975=>value6777 key3302=>value31031 key3529=>value72301 key4696=>value51749 key5500=>value13980 key5883=>value83543 key7544=>value8936 key7896=>value14867 key7940=>value80321 key8403=>value19374 key8827=>value49551 key8869=>value38209 key9009=>value44527 key9020=>value10662 key912=>value84987 key9177=>value68462 key9300=>value35865 key9381=>value91694 key9442=>value27211 key9637=>value82686
SCAN [key459, key6628) key4696=>value51749 key5500=>value13980 key5883=>value83543
SCAN [key1578, key2164) key1586=>value66411 key1617=>value15431 key1623=>value64984 key1634=>value49061 key1701=>value33986 key1747=>value5882 key1821=>value58385 key1865=>value3672 key201=>value19055 key2035=>value36807 key2088=>value57420 key2100=>value2275
SCAN [key3014, key7351) key3239=>value10895 key3302=>value31031 key3529=>value72301 key4514=>value22857 key4606=>value92166 key4668=>value99797 key4696=>value51749 key5195=>value73552 key5500=>value13980 key5754=>value52138 key5813=>value59778 key5883=>value83543 key6184=>value11695 key6572=>value26559 key6738=>value71958 key6945=>value94281
SCAN [key1190, key4219) key1197=>value79120 key1221=>value9034 key1266=>value13673 key1517=>value98580 key1564=>value94346 key1586=>value66411 key1617=>value15431 key1623=>value64984 key1634=>value49061 key1701=>value33986 key1747=>value5882 key1821=>value58385 key1865=>value3672 key201=>value19055 key2035=>value36807 key2088=>value57420 key2100=>value2275 key228=>value27517 key2291=>value33458 key2513=>value14336 key2723=>value28294 key2842=>value60231 key2975=>value6777 key3239=>value10895 key3302=>value31031 key3529=>value72301 key3896=>value51701
SCAN [key408, key475) key4514=>value22857 key4606=>value92166 key4668=>value99797 key4696=>value51749
SCAN [key2778, key9194) key2842=>value60231 key2975=>value6777 key3239=>value10895 key3302=>value31031 key3529=>value72301 key3896=>value51701 key4514=>value22857 key4606=>value92166 key4668=>value99797 key4696=>value51749 key5110=>value43290 key5195=>value73552 key5500=>value13980 key5754=>value52138 key5813=>value59778 key5883=>value83543 key6184=>value11695 key7478=>value48256 key8565=>value95856
SCAN [key2814, key7348) key2842=>value60231 key2975=>value6777 key3239=>value10895 key3302=>value31031 key3529=>value72301 key3896=>value51701 key4514=>value22857 key4606=>value92166 key4668=>value99797 key4696=>value51749 key5110=>value43290 key5195=>value73552 key5500=>value13980 key5754=>value52138 key5813=>value59778 key5883=>value83543 key6184=>value11695
SCAN [key6788, key6949)
SCAN [key6133, key7174) key6184=>value11695
SCAN [key7071, key967) key7478=>value48256 key8565=>value95856 key9144=>value1914
SCAN [key6147, key6811) key6184=>value11695 key6649=>value46087
